location_id,location_name,datetimeUtc,latitude,longitude,no,no2,o3,pm10,pm25,so2
4084,VITRY-SUR-SEINE,2018-01-10 08:00:00+00:00,48.77589800004221,2.37578800006495,,44.5,9.75,13.03,8.5,1.0
4084,VITRY-SUR-SEINE,2018-01-10 09:00:00+00:00,48.77589800004221,2.37578800006495,,55.0,3.75,15.65,17.75,1.25
4084,VITRY-SUR-SEINE,2018-01-10 10:00:00+00:00,48.77589800004221,2.37578800006495,,60.5,3.75,20.3,14.33,1.5
4084,VITRY-SUR-SEINE,2018-01-10 11:00:00+00:00,48.77589800004221,2.37578800006495,,41.5,16.5,19.85,11.43,1.25
4084,VITRY-SUR-SEINE,2018-01-10 12:00:00+00:00,48.77589800004221,2.37578800006495,,28.5,34.5,16.35,9.63,2.0
4084,VITRY-SUR-SEINE,2018-01-10 13:00:00+00:00,48.77589800004221,2.37578800006495,,28.25,37.0,19.08,10.0,1.5
4084,VITRY-SUR-SEINE,2018-01-10 14:00:00+00:00,48.77589800004221,2.37578800006495,,27.5,36.25,9.83,8.93,1.5
4084,VITRY-SUR-SEINE,2018-01-10 15:00:00+00:00,48.77589800004221,2.37578800006495,,31.5,33.0,19.38,9.3,1.5
4084,VITRY-SUR-SEINE,2018-01-10 16:00:00+00:00,48.77589800004221,2.37578800006495,,34.25,28.75,17.6,9.4,2.0
4084,VITRY-SUR-SEINE,2018-01-10 17:00:00+00:00,48.77589800004221,2.37578800006495,,58.75,6.75,24.03,9.3,2.0
4084,VITRY-SUR-SEINE,2018-01-10 18:00:00+00:00,48.77589800004221,2.37578800006495,,65.75,1.0,31.5,18.85,1.75
4084,VITRY-SUR-SEINE,2018-01-10 19:00:00+00:00,48.77589800004221,2.37578800006495,,64.0,0.0,32.38,16.8,2.0
4084,VITRY-SUR-SEINE,2018-01-10 20:00:00+00:00,48.77589800004221,2.37578800006495,,62.75,1.0,37.85,23.48,2.0
4084,VITRY-SUR-SEINE,2018-01-10 21:00:00+00:00,48.77589800004221,2.37578800006495,,57.5,0.0,28.78,17.05,1.5
4084,VITRY-SUR-SEINE,2018-01-10 22:00:00+00:00,48.77589800004221,2.37578800006495,,55.0,0.5,28.23,25.08,1.75
4084,VITRY-SUR-SEINE,2018-01-10 23:00:00+00:00,48.77589800004221,2.37578800006495,,47.5,0.25,29.75,22.93,1.25
4084,VITRY-SUR-SEINE,2018-01-11 00:00:00+00:00,48.77589800004221,2.37578800006495,,47.75,0.25,26.43,21.0,1.5
4084,VITRY-SUR-SEINE,2018-01-11 01:00:00+00:00,48.77589800004221,2.37578800006495,,40.25,4.0,20.95,19.8,0.0
4084,VITRY-SUR-SEINE,2018-01-11 02:00:00+00:00,48.77589800004221,2.37578800006495,,21.5,26.0,16.55,20.8,0.0
4084,VITRY-SUR-SEINE,2018-01-11 03:00:00+00:00,48.77589800004221,2.37578800006495,,16.75,28.75,11.08,12.55,0.0
4084,VITRY-SUR-SEINE,2018-01-11 04:00:00+00:00,48.77589800004221,2.37578800006495,,21.25,22.5,16.13,10.7,0.5
4084,VITRY-SUR-SEINE,2018-01-11 05:00:00+00:00,48.77589800004221,2.37578800006495,,27.25,19.25,14.53,12.18,0.0
4084,VITRY-SUR-SEINE,2018-01-11 06:00:00+00:00,48.77589800004221,2.37578800006495,,37.25,8.75,16.73,15.88,0.0
4084,VITRY-SUR-SEINE,2018-01-11 07:00:00+00:00,48.77589800004221,2.37578800006495,,48.5,1.5,18.3,12.23,0.25
4084,VITRY-SUR-SEINE,2018-01-11 08:00:00+00:00,48.77589800004221,2.37578800006495,,61.25,0.0,24.2,17.98,0.75
4084,VITRY-SUR-SEINE,2018-01-11 09:00:00+00:00,48.77589800004221,2.37578800006495,,60.25,0.0,18.4,10.93,0.5
4084,VITRY-SUR-SEINE,2018-01-11 10:00:00+00:00,48.77589800004221,2.37578800006495,,53.67,1.33,24.43,11.1,0.33
4084,VITRY-SUR-SEINE,2018-01-11 11:00:00+00:00,48.77589800004221,2.37578800006495,,60.5,1.25,25.38,18.15,1.0
4084,VITRY-SUR-SEINE,2018-01-11 12:00:00+00:00,48.77589800004221,2.37578800006495,,51.25,6.75,23.2,20.48,0.5
4084,VITRY-SUR-SEINE,2018-01-11 13:00:00+00:00,48.77589800004221,2.37578800006495,,48.25,12.75,35.45,31.55,1.0
4084,VITRY-SUR-SEINE,2018-01-11 14:00:00+00:00,48.77589800004221,2.37578800006495,,43.75,20.75,26.15,19.28,1.0
4084,VITRY-SUR-SEINE,2018-01-11 15:00:00+00:00,48.77589800004221,2.37578800006495,,58.0,13.75,29.78,19.3,0.75
4084,VITRY-SUR-SEINE,2018-01-11 16:00:00+00:00,48.77589800004221,2.37578800006495,,57.0,12.5,27.65,19.7,1.25
4084,VITRY-SUR-SEINE,2018-01-11 17:00:00+00:00,48.77589800004221,2.37578800006495,,58.0,11.75,23.55,15.63,0.75
4084,VITRY-SUR-SEINE,2018-01-11 18:00:00+00:00,48.77589800004221,2.37578800006495,,51.75,10.0,21.0,18.38,0.5
4084,VITRY-SUR-SEINE,2018-01-11 19:00:00+00:00,48.77589800004221,2.37578800006495,,44.5,16.5,15.53,20.38,1.0
4084,VITRY-SUR-SEINE,2018-01-11 20:00:00+00:00,48.77589800004221,2.37578800006495,,49.5,15.25,23.28,16.93,0.75
4084,VITRY-SUR-SEINE,2018-01-11 21:00:00+00:00,48.77589800004221,2.37578800006495,,39.5,21.75,,,0.5
4084,VITRY-SUR-SEINE,2018-01-12 01:00:00+00:00,48.77589800004221,2.37578800006495,,25.25,22.25,16.85,15.1,1.0
4084,VITRY-SUR-SEINE,2018-01-12 02:00:00+00:00,48.77589800004221,2.37578800006495,,24.0,18.75,12.28,17.38,1.25
4084,VITRY-SUR-SEINE,2018-01-12 03:00:00+00:00,48.77589800004221,2.37578800006495,,26.75,13.25,18.3,20.98,1.0
4084,VITRY-SUR-SEINE,2018-01-12 04:00:00+00:00,48.77589800004221,2.37578800006495,,31.25,8.5,18.23,24.38,1.0
4084,VITRY-SUR-SEINE,2018-01-12 05:00:00+00:00,48.77589800004221,2.37578800006495,,38.5,4.75,26.43,24.9,1.0
4084,VITRY-SUR-SEINE,2018-01-12 06:00:00+00:00,48.77589800004221,2.37578800006495,,46.5,1.25,27.93,20.83,1.5
4084,VITRY-SUR-SEINE,2018-01-12 07:00:00+00:00,48.77589800004221,2.37578800006495,,51.5,0.0,29.63,22.98,1.0
4084,VITRY-SUR-SEINE,2018-01-12 08:00:00+00:00,48.77589800004221,2.37578800006495,,51.75,0.0,38.18,23.8,1.0
4084,VITRY-SUR-SEINE,2018-01-12 09:00:00+00:00,48.77589800004221,2.37578800006495,,55.25,0.25,36.95,25.88,1.0
4084,VITRY-SUR-SEINE,2018-01-12 10:00:00+00:00,48.77589800004221,2.37578800006495,,52.5,1.0,46.23,36.45,1.0
4084,VITRY-SUR-SEINE,2018-01-12 11:00:00+00:00,48.77589800004221,2.37578800006495,,51.0,2.5,41.7,33.63,1.0
4084,VITRY-SUR-SEINE,2018-01-12 12:00:00+00:00,48.77589800004221,2.37578800006495,,46.25,3.5,41.28,36.3,1.0
4084,VITRY-SUR-SEINE,2018-01-12 13:00:00+00:00,48.77589800004221,2.37578800006495,,47.0,4.75,,,1.0
4084,VITRY-SUR-SEINE,2018-01-12 15:00:00+00:00,48.77589800004221,2.37578800006495,,,,37.08,37.18,
4084,VITRY-SUR-SEINE,2018-01-12 16:00:00+00:00,48.77589800004221,2.37578800006495,,53.5,2.5,36.75,31.05,0.5
4084,VITRY-SUR-SEINE,2018-01-12 17:00:00+00:00,48.77589800004221,2.37578800006495,,61.75,0.0,40.28,32.28,1.0
4084,VITRY-SUR-SEINE,2018-01-12 18:00:00+00:00,48.77589800004221,2.37578800006495,,59.5,0.0,38.73,30.9,1.0
4084,VITRY-SUR-SEINE,2018-01-12 19:00:00+00:00,48.77589800004221,2.37578800006495,,60.25,0.0,,,1.0
4084,VITRY-SUR-SEINE,2018-01-13 00:00:00+00:00,48.77589800004221,2.37578800006495,,48.5,0.25,48.48,40.98,0.75
4084,VITRY-SUR-SEINE,2018-01-13 01:00:00+00:00,48.77589800004221,2.37578800006495,,46.25,0.0,41.23,36.73,1.0
4084,VITRY-SUR-SEINE,2018-01-13 02:00:00+00:00,48.77589800004221,2.37578800006495,,39.75,0.0,43.18,35.83,1.25
4084,VITRY-SUR-SEINE,2018-01-13 03:00:00+00:00,48.77589800004221,2.37578800006495,,36.0,0.0,41.5,34.4,1.0
4084,VITRY-SUR-SEINE,2018-01-13 04:00:00+00:00,48.77589800004221,2.37578800006495,,33.25,0.0,40.4,37.48,1.0
4084,VITRY-SUR-SEINE,2018-01-13 05:00:00+00:00,48.77589800004221,2.37578800006495,,31.25,0.0,39.68,30.53,1.0
4084,VITRY-SUR-SEINE,2018-01-13 06:00:00+00:00,48.77589800004221,2.37578800006495,,28.25,3.25,36.98,24.23,1.0
4084,VITRY-SUR-SEINE,2018-01-13 07:00:00+00:00,48.77589800004221,2.37578800006495,,30.75,4.5,29.25,27.28,1.0
4084,VITRY-SUR-SEINE,2018-01-13 08:00:00+00:00,48.77589800004221,2.37578800006495,,20.0,16.0,25.63,21.13,1.0
4084,VITRY-SUR-SEINE,2018-01-13 09:00:00+00:00,48.77589800004221,2.37578800006495,,21.25,15.0,21.75,23.48,1.0
4084,VITRY-SUR-SEINE,2018-01-13 10:00:00+00:00,48.77589800004221,2.37578800006495,,20.25,16.0,31.83,28.25,2.0
4084,VITRY-SUR-SEINE,2018-01-13 11:00:00+00:00,48.77589800004221,2.37578800006495,,16.25,22.25,19.48,16.58,2.0
4084,VITRY-SUR-SEINE,2018-01-13 12:00:00+00:00,48.77589800004221,2.37578800006495,,16.75,25.0,25.15,18.9,2.0
