location_id,location_name,latitude,longitude,co,no,no2,o3,pm10,pm25,relativehumidity,so2,temperature
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,33.1,9.2,141.0,72.0,,11.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,,,,,141.0,72.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,,,,37.9,,,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,700.0,,,30.2,,,,12.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,700.0,,22.6,10.0,,,,12.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,700.0,,28.2,11.8,154.0,69.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,500.0,,26.0,11.2,154.0,69.0,,12.6,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,500.0,,25.4,5.3,154.0,69.0,,12.6,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,600.0,,35.2,0.2,154.0,69.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,44.4,,190.0,68.0,,11.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,43.6,,190.0,68.0,,11.5,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,900.0,,45.1,,190.0,68.0,,12.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,42.1,,190.0,68.0,,11.5,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,900.0,,40.8,,159.0,55.0,,11.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1100.0,,44.0,,159.0,55.0,,11.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1200.0,,52.3,,,55.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,54.3,85.0,159.0,55.0,,11.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,55.1,25.3,84.0,31.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,56.4,23.0,84.0,31.0,,12.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,51.3,74.9,84.0,31.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,42.3,115.8,84.0,31.0,,11.3,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,1000.0,,34.2,115.2,124.0,55.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,27.8,15.1,124.0,55.0,,12.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,900.0,,29.5,8.6,124.0,55.0,,12.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,32.7,13.1,90.0,62.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,800.0,,38.0,19.8,90.0,62.0,,11.8,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,500.0,,41.9,20.6,90.0,62.0,,12.0,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,38.2,21.4,88.0,18.0,,,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,400.0,,32.0,13.5,88.0,18.0,,10.5,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,200.0,,26.9,3.3,88.0,18.0,,10.5,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,100.0,,24.1,14.3,88.0,18.0,,9.4,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,200.0,,21.1,16.3,88.0,18.0,,9.7,
6358,"Mandir Marg, New Delhi - DPCC",28.636429,77.201067,200.0,,16.4,,,,,9.7,
