location_id,location_name,latitude,longitude,co,no2,pm10,pm25,so2
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,850.0,20.55,59.8,34.32,0.59
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,930.0,38.57,69.89,33.67,0.36
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,890.0,48.39,94.0,41.41,1.22
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,940.0,53.48,110.65,47.78,1.61
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,680.0,52.46,98.17,47.29,0.78
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,610.0,50.08,74.65,36.23,0.92
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,520.0,49.4,66.02,29.78,1.31
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,330.0,22.93,66.02,29.78,0.83
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,300.0,15.78,66.02,29.78,0.91
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,370.0,25.26,66.02,29.78,0.44
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,510.0,37.28,66.02,29.78,1.06
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,850.0,57.37,66.02,29.78,1.12
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,770.0,51.97,66.02,29.78,1.61
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,870.0,50.36,66.02,29.78,0.01
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,640.0,45.87,66.02,29.78,0.79
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,610.0,44.52,66.02,29.78,1.47
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,770.0,37.17,66.02,29.78,1.03
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,,39.56,66.02,29.78,1.52
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,790.0,,66.02,29.78,0.54
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,550.0,27.59,66.02,29.78,0.98
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,830.0,30.99,66.02,29.78,
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,900.0,33.02,66.02,29.78,0.67
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,810.0,30.76,66.02,29.78,1.56
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,790.0,28.68,66.02,29.78,1.34
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,710.0,35.57,,,1.41
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,320.0,22.84,66.02,29.78,0.31
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,250.0,10.57,66.02,29.78,1.0
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,230.0,8.15,66.02,29.78,0.35
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,220.0,6.43,66.02,29.78,0.17
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,220.0,5.99,26.88,11.62,1.41
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,220.0,6.16,0.34,0.09,1.02
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,220.0,7.88,0.34,0.09,1.48
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,240.0,11.28,24.21,6.98,1.18
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,260.0,15.55,27.79,11.9,0.99
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,350.0,31.54,38.03,14.59,0.88
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,400.0,25.46,17.14,11.48,0.49
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,450.0,29.38,25.57,10.21,0.41
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,520.0,33.44,76.73,23.93,2.25
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,580.0,33.07,68.81,28.66,1.24
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,1020.0,31.18,56.68,27.17,1.96
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,,37.03,36.81,28.46,1.2
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,910.0,,84.36,54.85,1.94
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,640.0,26.34,95.46,59.59,1.59
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,610.0,24.43,74.52,44.87,
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,490.0,16.65,64.27,41.3,1.97
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,410.0,17.27,55.6,31.95,1.7
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,430.0,28.65,39.61,19.7,1.47
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,530.0,33.5,35.04,18.22,1.38
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,810.0,36.62,37.39,12.96,1.98
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,640.0,44.41,52.25,22.64,1.09
2162896,Pomigliano d'Arco Area ASI,40.92086999979741,14.38946000008823,390.0,31.31,56.65,21.27,0.99
